1	3
0023606924	4
0080439977	5
0120121484	3
0120121506	3
0120121514	3
0120121522	2
0120121549	3
0120121557	3
0120121565	2
0120121573	2
0120121581	2
012012159X	2
0120121603	2
0120121611	2
012012162X	2
0120121638	2
0120121646	2
0120121654	2
0120121662	3
0120121670	2
0120121689	3
0120421712	2
0120455994	1
0120510405	2
0120828103	2
0120884070	2
0120884224	3
0120884364	2
0120884763	2
0120884771	1
0120884828	1
0120885603	1
0120887932	2
0120887975	2
0120887983	1
0120887991	4
0120958112	2
0120959704	1
0121028208	2
0121339602	2
0121403106	3
0121604527	3
0121631036	2
0121631044	3
0121631052	5
0121674517	2
0121942759	1
0121981576	2
0122007514	3
0122090489	1
0122205316	2
0122290631	1
0122374711	2
0122384520	1
012251341X	1
0122661702	5
0122861604	2
0122937856	1
0122941519	2
0123116333	1
0123229804	1
0123264286	2
0123490405	2
0123540518	4
0123693799	2
0123694043	2
0123694469	2
0123694590	1
0123694736	2
0123695120	2
0123695139	1
0123695317	1
0123704529	2
0123705924	1
0123705932	1
0123706092	2
0123725011	2
0123735777	2
0123735858	2
0123735963	2
0123951704	4
0123951712	3
0124287514	4
0124343708	1
0124383807	2
0124438628	1
0124438644	1
0124438652	1
0124438660	1
0124438679	3
012443875X	1
0124438954	1
0124477518	1
0124499686	2
0124499759	1
0124499775	1
0124499805	1
012449983X	1
0124558402	1
0124650309	2
0124660517	1
0124730515	3
0124841406	1
0125062303	2
0125184069	1
0125184085	2
0125250959	1
0125571895	2
0125662513	1
0125852630	3
012620862X	2
0126290407	5
0126443750	3
0126445516	3
0126542619	1
0126565619	2
0126567557	2
0126853525	5
012715051X	8
0127323503	2
0127347607	1
0127425039	3
0127427511	1
0127748601	3
0127887741	1
0130132497	1
0130142514	1
0130153907	4
0130166383	3
0130174807	3
0130186619	3
0130257869	3
0130284467	2
0130286524	1
0130304182	2
013031398X	3
0130319953	3
013034074X	4
0130351180	1
0130353000	2
0130369977	4
0130411612	4
0130457914	2
0130457973	2
0130460990	2
013046709X	1
0130481904	1
0130484407	5
013048623X	2
0130494984	2
0130602396	1
0130649341	1
0130652474	1
0130654876	3
0130669482	1
0130853755	2
0130858501	2
0130888923	3
0130914266	3
0130920657	3
0131003127	2
0131013769	1
0131018574	2
0131018604	1
0131176552	1
0131176862	2
0131194593	2
0131227068	1
0131238035	2
0131400851	1
0131401602	2
0131409093	3
0131410792	2
0131410806	2
0131411551	1
0131414631	3
0131420445	1
0131424157	5
0131426419	2
0131426486	1
0131426605	2
0131427814	5
0131429019	1
013143697X	3
0131452541	2
0131453203	4
0131453491	2
0131463055	2
0131474340	1
0131482114	2
0131482394	1
0131483986	2
0131485210	2
0131486608	1
0131491792	3
0131492020	2
0131496700	1
0131496980	4
0131498622	3
0131525239	1
0131541579	2
0131679953	3
0131735799	3
0131739026	2
0131821067	1
0131853546	2
0131856448	2
0131856456	1
0131857576	1
0131857584	1
0131869000	1
0131872893	4
0131972596	1
013197629X	1
0131986198	1
013214171X	1
0132212110	3
0132221586	3
0132222205	1
0132237385	2
0132320495	1
0132438623	2
0132681528	2
0133350681	3
0134373774	1
0134999975	1
0135012066	4
0137689950	2
0137903952	4
0138569231	3
013919424X	1
020102988X	2
0201100886	4
0201137445	1
0201157675	1
0201179288	1
0201183951	3
0201183994	4
0201184613	2
0201258285	3
0201308207	1
0201309440	2
0201309564	1
0201309661	1
0201309726	1
0201309777	3
0201309793	1
0201309807	2
0201309831	3
0201309939	2
0201309947	1
0201310031	2
0201310058	2
0201310082	3
0201310155	1
0201325640	2
0201325705	1
0201325713	5
0201325748	1
0201325772	1
0201325810	1
0201343045	2
0201357429	2
0201357526	2
0201361205	2
0201361213	1
0201379236	1
0201379244	1
0201379260	1
0201379368	1
0201379376	1
0201379430	1
0201379457	2
0201379503	3
0201379511	1
0201379538	2
0201379562	1
0201379619	1
0201395193	2
020139815X	2
0201398184	4
0201398443	2
0201398559	3
020140009X	1
0201407094	2
0201407213	3
0201407876	1
0201419793	2
0201422190	1
0201423391	1
0201432943	3
0201433036	2
0201433176	1
0201433192	1
0201433311	1
0201433362	2
0201436647	1
0201440997	1
0201441241	3
0201442345	1
0201477084	2
0201483262	1
0201483548	1
0201483599	1
0201485184	1
0201485524	2
0201485559	1
0201485583	2
0201489163	1
0201489295	1
0201489805	2
0201498340	1
0201498375	2
0201498383	3
020151284X	1
0201514591	3
0201517973	1
0201523744	1
0201530678	1
0201533774	1
0201539217	1
0201543303	2
0201544350	3
0201547775	1
0201548550	1
0201548569	1
0201548879	2
0201549794	6
0201550601	1
0201558025	2
0201563177	1
0201563185	1
020156324X	1
0201563339	1
0201563452	2
0201563657	1
0201563827	1
020158042X	1
0201580438	2
0201590654	3
0201593882	2
0201596180	2
0201604426	1
0201604612	1
0201604647	2
0201608359	1
0201608375	2
0201608421	2
0201609215	5
0201609991	2
0201612437	2
0201612461	1
0201612534	2
0201612739	2
0201612941	1
0201615622	2
0201615630	3
0201615711	1
0201615754	2
0201615762	1
020161586X	2
0201615894	2
0201615924	3
0201615932	3
0201615983	2
0201615991	1
0201616165	1
0201616211	2
0201616262	1
0201616408	4
0201616467	2
0201616475	4
0201619105	3
0201619180	4
0201622076	1
0201622173	1
020163208X	1
0201632187	1
020163337X	2
0201633388	1
0201633469	3
020163354X	1
0201633582	1
0201633620	1
020163371X	1
0201633957	2
0201634422	2
0201634457	4
0201634465	2
0201634481	2
0201634503	1
0201634562	2
0201634600	2
0201634627	1
020163466X	2
0201634899	1
0201634929	1
0201634953	1
020163497X	3
0201648563	1
0201648660	2
0201657589	4
0201657600	1
0201657643	2
0201657821	3
0201657880	2
0201657961	1
0201674718	5
0201674726	1
0201675161	2
0201695847	1
0201695871	2
0201695898	3
0201699478	2
0201699699	2
0201699710	3
0201700468	1
0201700476	1
0201700530	1
0201700735	2
0201701030	1
0201702096	5
020170238X	4
0201702711	4
0201702797	3
0201703092	3
0201703106	1
0201703297	1
020170353X	2
0201703599	2
0201703939	2
0201704315	2
0201704331	3
020170434X	1
0201704471	1
0201705028	1
0201707128	2
0201707195	2
0201708523	1
0201709066	4
0201709147	6
0201709155	1
0201710129	2
0201710145	2
0201710374	1
0201710889	2
0201711028	1
0201711141	1
0201711613	2
0201713063	1
0201713748	4
020171499X	4
0201715848	1
0201716232	2
0201719347	3
0201719363	3
0201719541	1
0201719568	2
0201719622	1
0201719754	4
0201721481	2
020172152X	2
0201721848	5
0201722194	3
0201722291	1
0201722313	2
0201725886	1
0201725932	2
0201725959	2
0201726270	1
020172684X	1
0201728281	3
0201729148	2
0201729202	1
0201729938	3
0201730464	1
0201731142	3
0201733862	1
0201734095	2
0201734109	1
0201734117	6
0201734400	1
0201734842	4
0201734850	1
0201734958	2
020173723X	4
0201737337	1
0201737345	2
0201738260	1
0201738279	1
0201740958	3
0201741172	5
0201741288	1
0201741296	1
0201741954	1
0201742039	1
020174225X	5
0201745763	2
0201746123	3
0201749602	4
0201749629	1
0201750767	1
0201751585	4
0201752778	1
0201752794	3
0201752808	1
0201752840	1
0201752948	1
0201753065	4
0201754541	2
0201756080	2
0201758202	2
0201758652	1
0201758679	2
0201758814	3
0201760312	2
0201760320	1
0201760428	2
0201760436	1
0201761769	2
0201767910	2
0201768100	1
0201770040	1
0201770180	4
020177061X	3
0201771683	2
0201771861	2
0201773449	4
0201773457	3
0201773635	3
0201774224	1
0201775751	2
0201775786	1
0201775808	3
0201775921	5
0201776316	2
0201776413	1
0201781344	3
0201784726	5
0201786958	2
0201787334	2
0201787903	5
0201787911	4
020178792X	1
0201788918	2
0201791668	2
0201794276	3
0201795256	1
0201796449	1
0201799405	3
0201809389	2
0201823764	3
0201824671	2
0201824701	2
